product_id,spec_name,spec_value
43,Ổ cứng,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® (2 Slots: M2 2242 PCIe 4.0 x4 Slot/ M.2 2280 PCIe 4.0 x4 Slot)
43,Card đồ họa,"NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 105W"
43,Màn hình,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®"
43,Cổng kết nối,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4
1x HDMI® 2.1, up to 8K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)
1x Power connector"
43,Bàn phím,"White Backlit, English"
43,Audio,"Stereo speakers, 2W x2, optimized with Nahimic Audio"
43,Chuẩn Lan,100/1000M (RJ-45)
43,Wifi + Bluetooth,"Wi-Fi® 6, 11ax 2x2 + BT5.2"
43,Webcam,HD 720p with E-shutter
43,Hệ điều hành    ,"Windows® 11 Home Single Language, English"
43,Pin,Integrated 60Wh (4 Cell)
43,Trọng lượng,2.38 kg
43,Màu sắc,Luna Grey
43,Chất liệu,"PC-ABS (Top), PC-ABS (Bottom)"
43,Kích thước    ,359.86 x 258.7 x 21.9-23.9 mm (14.17 x 10.19 x 0.86-0.94 inches)
44,CPU,"Intel® Core™ i7-13650HX, 14C (6P + 8E) / 20T, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB"
44,RAM,"24GB (2x12GB) SO-DIMM DDR5 4800MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
44,Ổ cứng,"512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® (2 slots M.2 2280 PCIe® 4.0 x4, nâng cấp tối đa 2TB)"
44,Card đồ họa,"NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W, 233 AI TOPS"
44,Màn hình,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®"
44,Cổng giao tiếp,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On
1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4
1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort™ 1.4
1x HDMI® 2.1, up to 8K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)
1x Power connector"
44,Bàn phím,"White Backlit, English"
44,Audio,"Stereo speakers, 2W x2, optimized with Nahimic Audio"
44,Finger Print,None
44,Chuẩn LAN,100/1000M (RJ-45)
44,Chuẩn WIFI,"Wi-Fi® 6E, 11ax 2x2"
44,Bluetooth,v5.2
44,Webcam,HD 720p with E-shutter
44,Hệ điều hành,"Windows® 11 Home Single Language, English"
44,Pin,Integrated 80Wh
44,Trọng lượng,2.32 kg
44,Màu sắc,Storm Grey
44,Chất liệu,"Aluminium Stamping (Anodized with Sandblasting) 
Aluminium (Top), PC-ABS (Bottom)"
44,Kích thước,358.8 x 261.4 x 20.5-24.65 mm (14.13 x 10.29 x 0.81-0.97 inches)
46,CPU,"AMD Ryzen™ AI 9 HX 370 Processor 2.0GHz (36MB Cache, up to 5.1GHz, 12 cores, 24 Threads); AMD Ryzen™ AI up to 81 TOPs"
46,RAM,16GB (8GB*2) LPDDR5X 7500 onboard (Không nâng cấp) 
46,Ổ cứng,1TB PCIe® 4.0 NVMe™ M.2 SSD (Còn trống 1 khe SSD M.2 PCIE)
46,Card đồ họa,"NVIDIA® GeForce RTX™ 4060 Laptop GPU 2225Mhz* at 100W(2175MHz Boost Clock+50MHz O.C.,75W+25W Dynamic Boost)
+ AMD Radeon™ Graphics"
46,Màn hình,"14-inch 2.5K (2560 x 1600, WQXGA) 16:10, 165Hz, IPS-level, 400nits, 100% sRGB, Anti-glare display, G-Sync"
46,Cổng giao tiếp,"1x Type-C USB 4 support DisplayPort™ / power delivery
1x USB 3.2 Gen 2 Type-C support DisplayPort™
2x USB 3.2 Gen 2 Type-A
1x card reader (microSD) (UHS-II)
1x HDMI 2.1 FRL"
46,Audio,2-speaker system
46,Bàn phím,"Backlit Chiclet Keyboard Single Light
With Copilot key"
46,Chuẩn LAN,None
46,Chuẩn WIFI,Wi-Fi 6E(802.11ax) (Triple band) 2*2
46,Bluetooth,Bluetooth® 5.3
46,Webcam,1080P FHD IR Camera for Windows Hello
46,Hệ điều hành,Windows 11 Home + Microsoft Office Home & Student 2021
46,Pin,"73WHrs, 4S1P, 4-cell Li-ion"
46,Trọng lượng,1.46 Kg
46,Màu sắc,Jaeger Gray
46,Kích thước,Balo ASUS TUF ( Kèm máy)
47,CPU,"Intel® Core™ i7-13650HX, 14C (6P + 8E) / 20T, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB"
47,RAM,"24GB (2 x 12GB) DDR5-4800 SO-DIMM (2x SO-DIMM socket, up to 32GB SDRAM)"
47,Ổ cứng,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (2 Slots: M2 2242 PCIe 4.0 x4 Slot/ M.2 2280 PCIe 4.0 x4 Slot)
47,Card đồ họa,"NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 115W"
47,Màn hình,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®"
47,Cổng kết nối,"1 x USB 3.2 Gen 1
2 x USB 3.2 Gen 2
1 x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort™ 1.4)
1 x HDMI®, up to 8K/60Hz
1 x Ethernet (RJ-45)
1 x Headphone / microphone combo jack (3.5mm)
1 x Power connector"
47,Bàn phím,"4-Zone RGB Backlit, English"
47,Audio,"Stereo speakers, 2W x2, optimized with Nahimic Audio"
47,Chuẩn Lan,100/1000M
47,Wifi + Bluetooth,"Wi-Fi 6 11ax, 2x2 + BT5.1"
47,Webcam,FHD 1080p with E-shutter
47,Hệ điều hành    ,"Windows® 11 Home Single Language, English"
47,Pin,Integrated 60Wh (4 Cell)
47,Trọng lượng,2.4 kg
47,Màu sắc,Luna Grey
47,Chất liệu,"PC-ABS (Top), PC-ABS (Bottom)"
47,Kích thước    ,359.6 x 264.8 x 22.1-25.2 mm
48,CPU,Intel Core i7-13620H (3.6GHz~4.9GHz) 10 Cores 16 Threads
48,RAM,"16GB (2 x 8GB) DDR5 4800MHz (2x SO-DIMM socket, up to 64GB SDRAM)"
48,Ổ cứng,512GB NVMe PCIe SSD Gen4x4 (1 slot)
48,VGA,"NVIDIA® GeForce RTX™ 4050 Laptop GPU 6GB GDDR6
Up to 1605MHz Boost Clock 45W Maximum Graphics Power with Dynamic Boost"
48,Màn hình,"14” FHD+ (1920x1200), 144Hz, IPS-Level, 45% NTSC, 65% sRGB"
48,Cổng giao tiếp,"1x Type-C (USB3.2 Gen2 / DP)
2x Type-A USB3.2 Gen1
1x HDMI™ 2.1 (4K @ 60Hz)
1x RJ45"
48,Bàn phím,Single Backlit Keyboard (Blue)
48,Audio,2x 2W Speaker
48,Chuẩn LAN,Gigabit Ethernet
48,Chuẩn WIFI,802.11 ax Wi-Fi 6E
48,Bluetooth,Bluetooth v5.3
48,Webcam,HD type (30fps@720p)
48,Hệ điều hành,Windows 11 Home
48,Pin,3-Cell 53.5Whr Battery (Whr)
48,Trọng lượng,1.6 kg
48,Màu sắc,Translucent Black
48,Kích thước,314.7 x 233.5 x 18.6-22.3 mm
49,CPU,"AMD Ryzen™ 7 7735HS Mobile Processor (8-core/16-thread, 16MB L3 cache, up to 4.7 GHz max boost)"
49,RAM,"16GB (2x8GB) DDR5 4800MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
49,Ổ cứng,1TB PCIe® 4.0 NVMe™ M.2 SSD (2230) (Còn trống 1 khe SSD M.2 PCIe)
49,Card đồ họa,"NVIDIA® GeForce RTX™ 4060 Laptop GPU 8GB GDDR6, 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost) + AMD Radeon™ Navi2 Graphics, MUX Switch + NVIDIA® Advanced Optimus"
49,Màn hình,"15.6"" FHD (1920 x 1080) 16:9 IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 72% NTSC, 100% sRGB, G-Sync"
49,Cổng giao tiếp,"1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC
 2x USB 3.2 Gen 1 Type-A
1x RJ-45 LAN
1x HDMI 2.1 FRL
1x COMBO audio jack
1x Type C USB 4 support DisplayPort™ / G-SYNC"
49,Audio,Dolby Atmos
49,Bàn phím,Backlit Chiclet Keyboard 1-Zone RGB
49,Chuẩn LAN,10/100/1000 Mbps
49,Chuẩn WIFI,Wi-Fi 6(802.11ax) (Dual band) 2*2
49,Bluetooth,v5.2
49,Webcam,HD 720p
49,Hệ điều hành,Windows 11 Home
49,Pin,"90WHrs, 4S1P, 4-cell Li-ion"
49,Trọng lượng,2.2 kg
49,Màu sắc,Jaeger Gray
49,Kích thước,35.4 x 25.1 x 2.24 ~ 2.49 cm
50,CPU,"Intel® Core™ Ultra 9 185H (2.3 GHz upto 5.1 GHz, 16 nhân 32 luồng, 24MB Intel® Smart Cache)"
50,RAM,32GB LPDDR5X 6400MHz onboard (Không nâng cấp)
50,Ổ cứng,1TB PCIe NVMe SED SSD (Không nâng cấp)
50,VGA,NVIDIA® GeForce RTX™ 4070 with 8GB of dedicated GDDR6 VRAM
50,Màn hình,"14.5"" 3K WQXGA+ (3072x1920) 16:10, IPS, 400 nits, 100% sRGB, 165Hz, Acer ComfyView™ LED-backlit TFT
 LCD, Nvidia Advanced Optimus capable"
50,Cổng giao tiếp," 2x USB Type-C™ ports
 USB Type-C™ port supporting:
 • USB 3.2 Gen 2 (up to 10 Gbps)
 • DisplayPort over USB-C
 • Thunderbolt™ 4
 • USB charging 5 V; 3 A
 • DC-in port 20 V; 65 W
2x USB Standard-A ports, supporting:
 • One port for USB 3.2 Gen 2
 • One port for USB 3.2 Gen 2 featuring power off USB charging
 HDMI® 2.1 port with HDCP support
 3.5 mm headphone/speaker jack, 
 microSD™ Card reader"
50,Bàn phím,3-zone RGB
50,Audio,DTS X:Ultra Audio
50,Tản nhiệt,"Dual Fan (1x AeroBlade 3D 5th gen)
 Liquid Metal"
50,Chuẩn LAN,Killer™ Ethernet E3100G
50,Chuẩn WIFI,Killer Wireless Wi-Fi 6E 1675i
50,Bluetooth,v5.3
50,Webcam," Narrow USB FHD camera with blue glass
 • 1920 x 1080 resolution
 • 1080p HD video at 60 fps with Temporal Noise Reduction"
50,Hệ điều hành,Windows 11 Home Single Language
50,Pin,76 Wh 4-cell Li-ion battery
50,Trọng lượng,1.9 kg
50,Màu sắc,Abyssal Black
50,Chất liệu,"Cover A: Aluminium
 Cover B,C,D: ABS Plastic"
50,Kích thước,324.12 (W) x 255.35 (D) x 19.52/20.90 (H) mm
