product_id,spec_name,spec_value
48,Màu sắc,Midnight Black
48,Chất liệu,"A, C: Metal (MgAl), B: Plastic, D: Metal"
48,Kích thước,399.99 x 289.67 x 19.9-23.99 mm
49,CPU,"Snapdragon® X Elite X1E 78 100 Processor 3.4GHz (42MB Cache, up to 3.4GHz, 12 cores, 12 Threads); Qualcomm® AI Engine up to 75 total TOPs"
49,Neural Processor,Qualcomm® Hexagon™ NPU 45TOPs
49,RAM,32GB LPDDR5X on board 
49,Ổ cứng,1TB M.2 NVMe™ PCIe® 4.0 SSD
49,Intergrated GPU,Qualcomm® Adreno™ GPU
49,Màn hình,"15.6-inch 3K (2880 x 1620) OLED 16:9, 0.2ms, 120Hz, 600nits HDR, 100% DCI-P3 color gamut, 1.07 billion colors, Glossy display, 70% less harmful blue light, TÜV Rheinland-certified, SGS Eye Care Display"
49,Cổng giao tiếp,"""2x USB 3.2 Gen 1 Type-A
2x USB 4.0 Gen 3 Type-C support display / power delivery
1x HDMI 2.1 TMDS
1x 3.5mm Combo Audio Jack
Micro SD card reader"""
49,Bàn phím,"Backlit Chiclet Keyboard 1-Zone RGB with Num-key
With Copilot key"
49,Audio,"Smart Amp Technology
harman/kardon (Mainstream)"
49,Voice control,with Cortana support
49,Chuẩn LAN,None
49,Chuẩn WIFI,Wi-Fi 7(802.11be) (Tri-band)2*2 + Bluetooth® 5.4 Wireless Card 
49,FingerPrint,None
49,Webcam,FHD camera with IR function to support Windows Hello ; With privacy shutter
49,Hệ điều hành,Windows 11 Home + Microsoft Office Home & Student 2021
49,Pin,"70WHrs, 3S1P, 3-cell Li-ion"
49,Trọng lượng,1.42 kg
49,Màu sắc,Cool Silver
49,Chất liệu,"Aluminum (LCD cover, Top case, Bottom case)"
49,Kích thước,"35.26 x 22.69 x 1.47 ~ 1.59 cm (13.88"" x 8.93"" x 0.58"" ~ 0.63"")"
